"Code","Name","Latitude","Longitude","No_Observed","Number_By_Party_Hours","year","bird"
"BCPM","Pitt Meadows",49.2839,-122.6729,"9",0.0567,"2015","NSH"
"CADV","Death Valley",36.4619,-116.8668,"9",1,"2015","NSH"
"MIKA","Kalamazoo",42.2963,-85.6482,"9",0.1319,"2015","NSH"
"ILSH","Shelbyville Reservoir",39.42,-88.77,"9",0.1731,"2015","NSH"
"KSTO","Topeka",39.0483,-95.6779,"9",0.1607,"2015","NSH"
"INMT","Muscatatuck N.W.R.",38.9594,-85.7983,"8",0.2078,"2015","NSH"
"INOC","Oakland City",38.2899,-87.3454,"8",0.32,"2015","NSH"
"MDEL","Elkton",39.5333,-75.9424,"8",0.1301,"2015","NSH"
"MXWY","West Coast of the Yucatan Peninsula (Celestun), Mexico",20.8601,-90.4,"8",0.5614,"2015","NSH"
"MSVI","Vicksburg",32.3108,-90.9068,"8",0.1675,"2015","NSH"
"NCDU","Durham",36.0868,-78.8907,"8",0.0938,"2015","NSH"
"NJHR","Hackensack-Ridgewood",40.9351,-74.0292,"8",0.0833,"2015","NSH"
"CAFR","Fall River Mills",41.0616,-121.4899,"8",0.1509,"2015","NSH"
"AZAW","Appleton-Whittell",31.6051,-110.4646,"8",0.129,"2015","NSH"
"ARLG","Lake Georgia-Pacific/Felsenthal N.W.R.",33.15,-92.0667,"8",0.2875,"2015","NSH"
"ILBA","Barrington",42.0668,-88.1333,"8",0.1081,"2015","NSH"
"FLJA","Jacksonville",30.4152,-81.4877,"8",0.092,"2015","NSH"
"COLV","Loveland",40.4077,-105.1653,"8",0.0613,"2015","NSH"
"ONNF","Niagara Falls",43.1667,-79.0667,"8",0.0593,"2015","NSH"
"ONWO","Woodhouse Township",42.8595,-80.2202,"8",0.0717,"2015","NSH"
"TNKN","Knoxville",35.9136,-84.0796,"8",0.063,"2015","NSH"
"TXHO","Houston",29.7497,-94.9492,"8",0.1173,"2015","NSH"
"TXMU","Muleshoe N.W.R.",33.9563,-102.7783,"8",0.5,"2015","NSH"
"WAPA","Port Angeles",48.0689,-123.4736,"7",0.0517,"2015","NSH"
"TXGC","Gibbons Creek",30.5833,-96,"7",0.1273,"2015","NSH"
"COBL","Barr Lake",39.9721,-104.6955,"7",0.1261,"2015","NSH"
"CAID","Idyllwild",33.7112,-116.7691,"7",0.1197,"2015","NSH"
"CAMN","Manchester",39.0347,-123.6897,"7",0.0725,"2015","NSH"
"MXNP","Navopatia, Sonora, Mexico",26.4,-109.2333,"7",1.1667,"2015","NSH"
"OHCC","Clark County",39.9214,-83.7798,"7",0.35,"2015","NSH"
"MXCZ","Coast of Central Veracruz, Mexico",19.31,-96.2844,"7",0.3043,"2015","NSH"
"MXDB","Dzilam de Bravo, Yucatan, Mexico",21.3439,-88.9695,"7",0.7735,"2015","NSH"
"MAGB","Greater Boston",42.3973,-71.0955,"7",0.0279,"2015","NSH"
"MDBO","Bowie",38.9927,-76.7852,"6",0.0229,"2015","NSH"
"MIAG","Allegan State Game Area",42.5498,-86.0054,"6",0.1086,"2015","NSH"
"KSHN","Halstead-Newton",38.0599,-97.4338,"6",0.1387,"2015","NSH"
"ILQU","Quincy",39.9318,-91.3965,"6",0.1277,"2015","NSH"
"KSSM","Southeast Kansas Minedland",37.2333,-94.9667,"6",0.2105,"2015","NSH"
"OHBF","The Brown Family Environmental Cente",40.4337,-82.4828,"6",0.0666,"2015","NSH"
"NCRV","Raven Rock S.P.",35.4095,-78.818,"6",0.0872,"2015","NSH"
"NCSB","Southport-Bald Head-Oak Islands",33.9388,-78.0265,"6",0.0816,"2015","NSH"
"NMSF","Santa Fe",35.6714,-105.9301,"6",0.1463,"2015","NSH"
"NSAN","Antigonish",45.6007,-61.9143,"6",0.17,"2015","NSH"
"BCSS","Sidney-South Saltspring",48.6956,-123.4278,"6",0.0338,"2015","NSH"
"ARMR","Mississippi River S.P.",34.6529,-90.6994,"6",0.2162,"2015","NSH"
"BCWR","White Rock",49.0674,-122.7167,"6",0.0259,"2015","NSH"
"FLFD","Fort De Soto",27.6025,-82.7789,"6",0.0879,"2015","NSH"
"CTWE","Westport",41.164,-73.358,"6",0.1101,"2015","NSH"
"ILBL","Baldwin Lake-Kaskaskia River Valley",38.2858,-89.8397,"6",0.2211,"2015","NSH"
"IDTF","Twin Falls",42.5565,-114.4635,"6",0.1348,"2015","NSH"
"HINK","Hawai'i: North Kona",19.7428,-155.9317,"6",0.5333,"2015","NSH"
"TXBO","Boerne",29.8666,-98.7901,"6",0.06,"2015","NSH"
"ORAS","Ashland",42.1607,-122.617,"6",0.0488,"2015","NSH"
"PALB","Southern Bucks County",40.1765,-74.8971,"6",0.0403,"2015","NSH"
"PAGE","Gettysburg",39.8304,-77.3177,"6",0.0803,"2015","NSH"
"ORPO","Port Orford",42.8196,-124.4828,"6",0.0882,"2015","NSH"
"TXRL","Robert Lee",31.9161,-100.4999,"6",0.5455,"2015","NSH"
"VACC","Cape Charles",37.1899,-75.941,"5",0.0575,"2015","NSH"
"VAAC","Augusta County",38.2046,-78.9913,"5",0.102,"2015","NSH"
"UTPC","Park City",40.7266,-111.4818,"5",0.3846,"2015","NSH"
"PAWC","West Chester",39.9667,-75.6,"5",0.0427,"2015","NSH"
"PAYS","York Springs",40.0433,-77.0958,"5",0.0526,"2015","NSH"
"TNSA","Savannah",35.1632,-88.1666,"5",0.0741,"2015","NSH"
"HIWO","O'ahu: Waipi'o",21.4618,-158.0128,"5",0.1307,"2015","NSH"
"HIHO","O'ahu: Honolulu",21.3692,-157.7874,"5",0.1538,"2015","NSH"
"FLSB","South Brevard County",27.8486,-80.55,"5",0.0414,"2015","NSH"
"BCCO","Comox",49.6726,-124.9287,"5",0.0521,"2015","NSH"
"BAGR","Grand Bahama Island, Bahamas",26.5397,-78.6739,"5",0.1316,"2015","NSH"
"ARHT","Hot Springs N.P.",34.4667,-93.0333,"5",0.08,"2015","NSH"
"NBSV","Sackville",45.9042,-64.3603,"5",0.0557,"2015","NSH"
"OHCO","Columbus",39.9851,-82.9315,"5",0.0397,"2015","NSH"
"OHCF","Cuyahoga Falls",41.1338,-81.4832,"5",0.019,"2015","NSH"
"NYWA","Watertown",44.0071,-75.9843,"5",0.1289,"2015","NSH"
"OHBU","Burton",41.4744,-81.2034,"5",0.039,"2015","NSH"
"KSUW","Udall-Winfield",37.2647,-96.9756,"5",0.093,"2015","NSH"
"LANA","Natchitoches",31.824,-93.0635,"5",0.1938,"2015","NSH"
"INEV","Evansville",37.9776,-87.5752,"5",0.1075,"2015","NSH"
"MNEX","Excelsior",44.8617,-93.5244,"5",0.0394,"2015","NSH"
"MOPB","Poplar Bluff",36.7676,-90.4149,"4",1.7778,"2015","NSH"
"MTHA","Hamilton",46.2526,-114.1269,"4",0.118,"2015","NSH"
"MXCC","La Cienega de Chapala, Jalisco, Mexico",20.212,-102.6844,"4",0.5714,"2015","NSH"
"MACO","Concord",42.4333,-71.4333,"4",0.0104,"2015","NSH"
"OHCL","Cleveland",41.5723,-81.5039,"4",0.0582,"2015","NSH"
"NYCL","Clinton",43.0825,-75.3249,"4",0.0589,"2015","NSH"
"OHOT","Ottawa N.W.R.",41.6114,-83.2006,"4",0.0976,"2015","NSH"
"OHQH","Quail Hollow-Hartville",40.978,-81.2829,"4",0.039,"2015","NSH"
"ONGU","Guelph",43.5239,-80.2163,"4",0.0368,"2015","NSH"
"NEAM","Ames",41.45,-96.6167,"4",0.0762,"2015","NSH"
"NSLU","Lunenburg",44.4067,-64.2583,"4",0.0378,"2015","NSH"
"NMLV","Las Vegas",35.595,-105.2152,"4",0.125,"2015","NSH"
"NJMO","Moorestown",39.9422,-74.9391,"4",0.0268,"2015","NSH"
"BEBE","Bermuda",32.3058,-64.7585,"4",0.059,"2015","NSH"
"CABV","Buena Vista, Kern County",35.2272,-119.2617,"4",2.2857,"2015","NSH"
"GASC","St. Catherines Island",31.6351,-81.1226,"4",0.037,"2015","NSH"
"IAIC","Iowa City",41.7522,-91.6076,"4",0.0755,"2015","NSH"
"CODU","Durango",37.2001,-107.8119,"4",0.0681,"2015","NSH"
"CNSA","Saipan, C.N.M.I.",15.1991,145.7506,"4",0.1013,"2015","NSH"
"TNMU","Murfreesboro",35.8461,-86.3918,"4",0.332,"2015","NSH"
"TNPC","Perry County",35.725,-87.8667,"4",0.0976,"2015","NSH"
"TNJA","Jackson",35.6119,-88.8205,"4",0.0988,"2015","NSH"
"SDLA","Lake Andes",43.1169,-98.5334,"4",0.2275,"2015","NSH"
"ORUT","Utopia",44.4821,-121.1937,"4",0.1194,"2015","NSH"
"ORBU","Burns",43.5862,-119.0545,"4",0.093,"2015","NSH"
"ONPT","Peterborough",44.3208,-78.3332,"4",0.0277,"2015","NSH"
"ONKC","Kincardine",44.0892,-81.6227,"4",0.0714,"2015","NSH"
"TXTY","Tyler",32.2777,-95.2991,"4",0.0421,"2015","NSH"
"VABL","Blacksburg",37.2153,-80.469,"3",0.0254,"2015","NSH"
"WALY","Lyle",45.6833,-121.2333,"3",0.0435,"2015","NSH"
"WILC","La Crosse",43.8149,-91.2503,"3",0.0187,"2015","NSH"
"ONLP","Long Point",42.6211,-80.3908,"3",0.0226,"2015","NSH"
"ORMA","Malheur N.W.R.",42.8998,-118.8798,"3",0.0938,"2015","NSH"
"DEMF","Milford",38.9595,-75.4275,"3",0.0476,"2015","NSH"
"FLFM","Fort Myers",26.5551,-81.9906,"3",0.0349,"2015","NSH"
"FLKD","Kendall Area",25.6789,-80.3175,"3",0.0342,"2015","NSH"
"IDAF","American Falls Reservoir",42.9833,-112.7,"3",0.1111,"2015","NSH"
"FLSM","St. Marks",30.1536,-84.2227,"3",0.0305,"2015","NSH"
"ILCD","Coles-Cumberland",39.4412,-88.1373,"3",0.0625,"2015","NSH"
"ILMO","Morgan County",39.6754,-90.1978,"3",0.0501,"2015","NSH"
"CARB","Red Bluff",40.2074,-122.2117,"3",0.0432,"2015","NSH"
"BCKI","Kitimat",54.0592,-128.6777,"3",0.087,"2015","NSH"
"AZAV","Avra Valley",32.2501,-111.25,"3",0.0484,"2015","NSH"
"AKKO","Kodiak",57.75,-152.4833,"3",0.0484,"2015","NSH"
"OHKP","Killdeer Plains Wildlife Area",40.6436,-83.3619,"3",0.093,"2015","NSH"
"OHFC","Fayette County",39.6269,-83.3661,"3",0.25,"2015","NSH"
"OHFI","Firelands",41.3348,-82.5577,"3",0.0774,"2015","NSH"
"OHHF","Hamilton-Fairfield",39.4004,-84.536,"3",0.0625,"2015","NSH"
"KYWC","Wayne County",36.8972,-84.8213,"3",0.0667,"2015","NSH"
"INNL","Northeast LaPorte County",41.6776,-86.6684,"3",0.1304,"2015","NSH"
"ININ","Indianapolis",39.8694,-86.0389,"3",0.0607,"2015","NSH"
"INSP","Gene Stratton-Porter Historic Site",41.4248,-85.2924,"3",0.2143,"2015","NSH"
"MXEG","El Yugo, Sinaloa, Mexico",23.2779,-106.4673,"3",0.3333,"2015","NSH"
"MICL","Clinton",42.0916,-84.0351,"3",0.0363,"2015","NSH"
"MEFB","Freeport-Brunswick",43.8229,-70.0268,"3",0.036,"2015","NSH"
"MIAA","Ann Arbor",42.3172,-83.7781,"2",0.0126,"2015","NSH"
"MAMC","Mid-Cape Cod",41.7004,-70.3002,"2",0.0265,"2015","NSH"
"MDDE","Denton",38.9055,-75.835,"2",0.0266,"2015","NSH"
"MILU","Ludington",43.9561,-86.4153,"2",0.0426,"2015","NSH"
"MIHA","Hartland",42.6305,-83.8364,"2",0.0324,"2015","NSH"
"MIRO","Rockwood",42.0684,-83.2499,"2",0.0268,"2015","NSH"
"MTHE","Helena",46.6833,-111.9833,"2",0.0319,"2015","NSH"
"MOWS","Weldon Spring",38.7118,-90.6904,"2",0.0304,"2015","NSH"
"INSU","Sullivan County",39.1029,-87.4253,"2",0.0541,"2015","NSH"
"INWS","Willow Slough-Iroquois Preserves",40.9819,-87.4894,"2",0.0718,"2015","NSH"
"ILWA","Waukegan",42.3493,-87.8742,"2",0.0299,"2015","NSH"
"KYSO","Somerset",37.1025,-84.6038,"2",0.0412,"2015","NSH"
"KYFR","Frankfort",38.2271,-84.8525,"2",0.0471,"2015","NSH"
"KSWA","Wakefield",39.2201,-96.9662,"2",0.087,"2015","NSH"
"KSOL","Olathe",38.9127,-94.8521,"2",0.0473,"2015","NSH"
"OHDR","Delaware Reservoir",40.3954,-83.0533,"2",0.0199,"2015","NSH"
"OHSC","Southern Cuyahoga",41.3176,-81.6158,"2",0.024,"2015","NSH"
"OHWI","Wilmot",40.672,-81.641,"2",0.0098,"2015","NSH"
"OHWO","Wooster",40.7464,-82.0189,"2",0.022,"2015","NSH"
"NVEL","Elko",40.7426,-115.6987,"2",0.0401,"2015","NSH"
"NVRR","Red Rock Canyon",36.1111,-115.4493,"2",0.05,"2015","NSH"
"NYPE","Peekskill",41.25,-73.85,"2",0.0128,"2015","NSH"
"NMCL","Clayton",36.5177,-103.2546,"2",0.1013,"2015","NSH"
"NELM","Lake McConaughy",41.2065,-101.724,"2",0.0367,"2015","NSH"
"NHCS","Coastal New Hampshire",42.9833,-70.8333,"2",0.0183,"2015","NSH"
"NJAS","Assunpink",40.16,-74.4242,"2",0.0287,"2015","NSH"
"NCBR","Brevard",35.1832,-82.6722,"2",0.0333,"2015","NSH"
"ARCC","Crooked Creek Valley",36.1715,-93.1425,"2",0.0444,"2015","NSH"
"ARFA","Fayetteville",36.0566,-94.1719,"2",0.0248,"2015","NSH"
"ARFS","Fort Smith-Moffett",35.3818,-94.3766,"2",0.0988,"2015","NSH"
"ARHB","Holla Bend N.W.R.",35.166,-93.1382,"2",0.0347,"2015","NSH"
"CAAA","Auburn",38.9758,-121.1438,"2",0.0115,"2015","NSH"
"CAGV","Grass Valley",39.2302,-121.1359,"2",0.0177,"2015","NSH"
"ILMW","Morris-Wilmington",41.3034,-88.3016,"2",0.057,"2015","NSH"
"ILBN","Bloomington-Normal",40.5644,-88.9448,"2",0.0323,"2015","NSH"
"ILCT","Clinton Lake",40.1668,-88.7999,"2",0.084,"2015","NSH"
"IDSA","Salmon",45.1776,-113.8953,"2",0.0482,"2015","NSH"
"GUDE","Dededo, Guam",13.5502,144.85,"2",0.2857,"2015","NSH"
"IAMU","Muscatine",41.4274,-91.0107,"2",0.0462,"2015","NSH"
"IASC","Sioux City",42.4914,-96.4072,"2",0.031,"2015","NSH"
"IASH","Shenandoah",40.7211,-95.4809,"2",0.0635,"2015","NSH"
"FLBC","Bay County",30.1851,-85.6719,"2",0.0191,"2015","NSH"
"DERE","Rehoboth",38.6035,-75.1073,"2",0.022,"2015","NSH"
"ONME","Meaford",44.5346,-80.5714,"2",0.0473,"2015","NSH"
"PACB","Central Bucks County",40.3102,-75.1017,"2",0.0183,"2015","NSH"
"SCNG","North Greenville",35.0097,-82.3458,"2",0.0494,"2015","NSH"
"RISK","South Kingstown",41.4295,-71.5588,"2",0.0159,"2015","NSH"
"LALC","Lake Charles",30.15,-93.3,"2",0.0442,"2015","NSH"
"WIWL","Waterloo",43.0817,-89.0114,"1",0.0156,"2015","NSH"
"WIOS","Oshkosh",44.0324,-88.5825,"1",0.0299,"2015","NSH"
"UTHV","Heber Valley",40.5065,-111.4322,"1",0.0364,"2015","NSH"
"UTES","Grand Staircase-Escalante N.M.",37.7422,-111.6772,"1",0.0226,"2015","NSH"
"VITO","Tortola, British V.I.",18.3502,-64.6167,"1",0.0488,"2015","NSH"
"VACL","Central Loudon",39.0905,-77.6198,"1",0.0051,"2015","NSH"
"SDRC","Rapid City",44.0769,-103.2472,"1",0.0228,"2015","NSH"
"TNCV","Cookeville",36.1448,-85.4747,"1",0.0169,"2015","NSH"
"TXBS","Big Spring",32.2391,-101.4162,"1",0.0385,"2015","NSH"
"RISC","Scituate",41.8475,-71.6436,"1",0.0196,"2015","NSH"
"PRFA","Fajardo",18.3162,-65.6957,"1",0.0181,"2015","NSH"
"PAEL","Elverson",40.1334,-75.7667,"1",0.0069,"2015","NSH"
"ORUC","Union County",45.25,-117.8833,"1",0.0122,"2015","NSH"
"ORSL","Silverton",44.966,-122.7065,"1",0.0132,"2015","NSH"
"ONLI","Linwood",43.5815,-80.7284,"1",0.0141,"2015","NSH"
"ONUX","Uxbridge",44.1139,-79.1007,"1",0.0103,"2015","NSH"
"ONOH","Ottawa-Gatineau",45.4247,-75.6997,"1",0.0031,"2015","NSH"
"CTOL","Old Lyme-Saybrook",41.2924,-72.427,"1",0.0143,"2015","NSH"
"CTQV","Quinnipiac Valley",41.4747,-72.7273,"1",0.0073,"2015","NSH"
"FLFL","Fort Lauderdale",26.136,-80.2191,"1",0.0145,"2015","NSH"
"FLKV","Kissimmee Valley",28.2062,-81.3936,"1",0.0087,"2015","NSH"
"FLLC","Lake City",30.1894,-82.6371,"1",0.0155,"2015","NSH"
"CATL","Tule Lake",41.9465,-121.539,"1",0.031,"2015","NSH"
"COCR","Crook",40.8833,-102.7167,"1",0.029,"2015","NSH"
"IASP","Green Island - Lost Mound",42.164,-90.4771,"1",0.0257,"2015","NSH"
"IADM","Des Moines",41.6004,-93.7037,"1",0.0417,"2015","NSH"
"IDSP","Sandpoint",48.2749,-116.5624,"1",0.0303,"2015","NSH"
"IDBR","Bruneau",42.9252,-115.858,"1",0.0149,"2015","NSH"
"IDPO","Pocatello",42.8676,-112.4301,"1",0.0295,"2015","NSH"
"ILJC","Jackson County",37.7167,-89.35,"1",0.0239,"2015","NSH"
"CAFO","Folsom",38.6618,-121.0974,"1",0.0047,"2015","NSH"
"CARE","Redding",40.6194,-122.4458,"1",0.0135,"2015","NSH"
"BCOO","Oliver-Osoyoos",49.0787,-119.5164,"1",0.0125,"2015","NSH"
"BCSA","Salmon Arm",50.7,-119.2333,"1",0.027,"2015","NSH"
"BCLC","Lake Country",50.0786,-119.3935,"1",0.0126,"2015","NSH"
"BCHR","Harrison River",49.3163,-121.8499,"1",0.0208,"2015","NSH"
"BCKE","Kelowna",49.8836,-119.4935,"1",0.0073,"2015","NSH"
"ALWA","Waterloo",34.8333,-88.0002,"1",0.0183,"2015","NSH"
"AZJE","Jerome",34.7398,-112.1238,"1",0.0182,"2015","NSH"
"NJCC","Cumberland County",39.3325,-75.2004,"1",0.0078,"2015","NSH"
"NECL","Calamus-Loup",41.35,-99.2667,"1",0.0455,"2015","NSH"
"NCSP","Southern Pines",35.2167,-79.3167,"1",0.0104,"2015","NSH"
"NCWI","Wilmington",34.1401,-77.8936,"1",0.0089,"2015","NSH"
"NJLA","Lakehurst",40.0159,-74.1451,"1",0.0131,"2015","NSH"
"NJSH","Sandy Hook",40.47,-74.0031,"1",0.0137,"2015","NSH"
"NSWO","Wolfville",45.0853,-64.3863,"1",0.0076,"2015","NSH"
"NSKI","Kingston",44.9872,-64.95,"1",0.0105,"2015","NSH"
"NMSC","Silver City",32.7381,-108.262,"1",0.0156,"2015","NSH"
"NYNN","L.I.: Northern Nassau County",40.866,-73.5938,"1",0.0057,"2015","NSH"
"NYNW","New Woodstock-Southern Highlands",42.8354,-75.8082,"1",0.011,"2015","NSH"
"NVMU","Muddy River",36.6792,-114.6242,"1",0.0274,"2015","NSH"
"OHBY","Bucyrus",40.8092,-82.9177,"1",0.0476,"2015","NSH"
"NYST","Schenectady",42.7449,-73.9268,"1",0.0129,"2015","NSH"
"OHOX","Oxford",39.5078,-84.7169,"1",0.0313,"2015","NSH"
"OHOS","O'Shaughnessy Reservoir",40.2167,-83.2167,"1",0.0036,"2015","NSH"
"OHHH","Hocking Hills",39.4993,-82.5665,"1",0.0166,"2015","NSH"
"OHGV","Greenville",40.0992,-84.6072,"1",0.0263,"2015","NSH"
"KSWL","Waconda Lake",39.4654,-98.3591,"1",0.046,"2015","NSH"
"LARB","Reserve-Bonnet Carre Spillway",30.0867,-90.4711,"1",0.02,"2015","NSH"
"INJC","Johnson County",39.4103,-86.0668,"1",0.05,"2015","NSH"
"INWC","Warrick County",38.0599,-87.3015,"1",0.0385,"2015","NSH"
"INRI","Richmond",39.8289,-84.956,"1",0.0336,"2015","NSH"
"MOTR","Trimble",39.4725,-94.5647,"1",0.0174,"2015","NSH"
"MXEC","El Cuyo, Yucatan, Mexico",21.5,-87.75,"1",0.0702,"2015","NSH"
"NBCT","Cape Tormentine",46.1167,-63.9167,"1",0.0119,"2015","NSH"
"NBSH","Shediac",46.2723,-64.5754,"1",0.0161,"2015","NSH"
"MITC","Traverse City",44.7154,-85.5364,"1",0.0082,"2015","NSH"
"MINB","New Buffalo",41.8133,-86.6167,"1",0.0231,"2015","NSH"
"MIPO","Pontiac",42.7899,-83.2459,"1",0.0081,"2015","NSH"
"MDOA","Oakland",39.4936,-79.3658,"1",0.017,"2015","NSH"
"MDCV","Chesterville",39.2762,-75.9153,"1",0.0092,"2015","NSH"
"MIEL","East Lansing",42.766,-84.4935,"1",0.01,"2015","NSH"
"MDSM","Sugarloaf Mountain",39.2841,-77.392,"cw",0,"2015","NSH"
"KSCI","Cimarron National Grassland",37.1104,-101.8537,"cw",0,"2015","NSH"
"KYCC","Calloway County",36.6003,-88.1999,"cw",0,"2015","NSH"
"OHCA","Cadiz",40.2992,-81.0847,"cw",0,"2015","NSH"
"NVSV","Snake Valley",38.9346,-114.1161,"cw",0,"2015","NSH"
"NYIT","Ithaca",42.4532,-76.4293,"cw",0,"2015","NSH"
"NEHC","Harlan County",40.1111,-99.3205,"cw",0,"2015","NSH"
"NCMC","Morehead City",34.759,-76.7094,"cw",0,"2015","NSH"
"AKHO","Homer",59.6336,-151.4896,"cw",0,"2015","NSH"
"BCPQ","Parksville-Qualicum Beach",49.3458,-124.36,"cw",0,"2015","NSH"
"BCNN","Nanaimo",49.1668,-123.9333,"cw",0,"2015","NSH"
"AZRC","Ramsey Canyon",31.4599,-110.2068,"cw",0,"2015","NSH"
"CAKR","Kern River Valley",35.6625,-118.4588,"cw",0,"2015","NSH"
"ILMF","Middle Fork River Valley",40.247,-87.7009,"cw",0,"2015","NSH"
"IADU","Dubuque",42.4912,-90.7114,"cw",0,"2015","NSH"
"GARO","Roswell",34.0335,-84.3229,"cw",0,"2015","NSH"
"GAFC","Floyd County",34.2898,-85.1805,"cw",0,"2015","NSH"
"FLBO","Brooksville",28.548,-82.3245,"cw",0,"2015","NSH"
"SDSH","Shadehill",45.7753,-102.1766,"cw",0,"2015","NSH"
"TXDR","Del Rio",29.4651,-100.9585,"cw",0,"2015","NSH"
"VAWY","Waynesboro",37.981,-78.955,"cw",0,"2015","NSH"
"TXUC","Uvalde County",29.2096,-99.7862,"cw",0,"2015","NSH"
"WVMO","Morgantown",39.6438,-79.92,"cw",0,"2015","NSH"
"WYGF","Guernsey-Fort Larramie",42.15,-104.39,"cw",0,"2015","NSH"
"WIGL","Green Lake",43.868,-89.0574,"cw",0,"2015","NSH"
"CALS","Los Ba�os",37.0612,-120.8849,"35492",771.5652,"2016","NSH"
"CASM","Sacramento",38.6,-121.55,"15613",118.73,"2016","NSH"
"CAPV","Peace Valley",39.1982,-121.8219,"8141",150.7593,"2016","NSH"
"UTAI","Antelope Island",41.0047,-112.1611,"8002",400.1,"2016","NSH"
"CAHF","Hayward-Fremont",37.6068,-122.0667,"7487",36.0298,"2016","NSH"
"LACW","Crowley",30.1107,-92.3619,"6084",82.4949,"2016","NSH"
"SCMC","McClellanville",33.1003,-79.4037,"5913",137.8965,"2016","NSH"
"CASJ","San Jose",37.4033,-121.8821,"5709",31.5763,"2016","NSH"
"CAMA","Marysville",39.2,-121.5,"5646",60.224,"2016","NSH"
"CABE","Benicia",38.1143,-122.1094,"5339",23.9643,"2016","NSH"
"CACW","Caswell-Westley",37.6061,-121.174,"4940",93.2075,"2016","NSH"
"CASS","Salton Sea (south)",33.1579,-115.6132,"4470",54.0181,"2016","NSH"
"CAPA","Palo Alto",37.4064,-122.1559,"4294",17.3881,"2016","NSH"
"SCCG","Congaree Swamp",33.7612,-80.7476,"4000",44.1989,"2016","NSH"
"CARC","Rio Cosumnes",38.3505,-121.4175,"3829",22.0057,"2016","NSH"
"CASL","San Jacinto Lake",33.8745,-117.1239,"3527",35.8071,"2016","NSH"
"CABA","Bakersfield",35.4311,-118.9173,"3506",76.2174,"2016","NSH"
"CAMW","Merced N.W.R.",37.2301,-120.6885,"3370",109.0615,"2016","NSH"
"NCMA","Mattamuskeet N.W.R.",35.45,-76.1333,"3284",61.2116,"2016","NSH"
"LALT","Lacassine N.W.R.-Thornwell",30.0626,-92.8147,"3125",33.4117,"2016","NSH"
"LACL","Cheneyville-Lecompte",31.1,-92.3667,"2883",82.3714,"2016","NSH"
"CACC","Contra Costa County",37.9538,-121.9923,"2504",20.4408,"2016","NSH"
"MSHA","Hattiesburg",31.3073,-89.3166,"2500",80.6452,"2016","NSH"
"ORSI","Sauvie Island",45.7562,-122.8008,"2452",19.9756,"2016","NSH"
"TXJC","Jackson-Calhoun Counties",28.7232,-96.4981,"2269",9.3799,"2016","NSH"
"TXJC","Jackson-Calhoun Counties",28.7232,-96.4981,"2269",9.3799,"2016","NSH"
"CAST","Stockton",38.116,-121.3954,"2194",17.3782,"2016","NSH"
"LAPI","Palmetto Island",29.8744,-92.1384,"1780",10.5826,"2016","NSH"
"LAPI","Palmetto Island",29.8744,-92.1384,"1780",10.5826,"2016","NSH"
"CASD","San Diego",32.6473,-117.117,"1723",8.7462,"2016","NSH"
"TXLA","Laguna Atascosa N.W.R.",26.2391,-97.3814,"1692",27.8381,"2016","NSH"
"VANR","Nansemond River",36.8472,-76.4333,"1687",16.703,"2016","NSH"
"FLAL","Alafia Banks",27.792,-82.3349,"1640",19.1813,"2016","NSH"
"CACH","China Lake",35.6518,-117.7056,"1558",24.7498,"2016","NSH"
"AZPR","Prescott",34.5419,-112.4701,"1488",12.0976,"2016","NSH"
"AZMY","Martinez Lake-Yuma",32.8884,-114.4623,"1340",20.1504,"2016","NSH"
"ARPB","Pine Bluff",34.2295,-92.0033,"1330",22.6383,"2016","NSH"
"CODV","Denver (urban)",39.7347,-104.8753,"1321",9.4695,"2016","NSH"
"NVHE","Henderson",36.0833,-114.95,"1199",7.8366,"2016","NSH"
"TXLU","Lubbock County",33.5849,-101.7925,"1168",19.4667,"2016","NSH"
"ALWH","Wheeler N.W.R.",34.6001,-86.8837,"1155",14.0854,"2016","NSH"
"CAOC","Orange County (coastal)",33.6725,-117.9453,"1121",3.1195,"2016","NSH"
"TXTA","Trinity River Audubon Center",32.6407,-96.6577,"1112",7.5646,"2016","NSH"
"ORCV","Coquille Valley",43.115,-124.2983,"1106",10.7379,"2016","NSH"
"TXFR","Freeport",29.0172,-95.3551,"1105",7.0048,"2016","NSH"
"TXAU","Austin",30.1834,-97.698,"1083",5.4802,"2016","NSH"
"ORCO","Corvallis",44.5071,-123.2695,"1074",9.0025,"2016","NSH"
"LANO","New Orleans",30.0236,-89.9167,"1046",12.3059,"2016","NSH"
"MSAL","Arkabutla Lake",34.7624,-90.1306,"1042",61.2941,"2016","NSH"
"WATA","Tacoma",47.2335,-122.5167,"1039",7.2657,"2016","NSH"
"CAMD","Moss Landing",36.897,-121.7407,"1033",3.8762,"2016","NSH"
"CALC","Lincoln",38.8704,-121.3919,"1005",8.375,"2016","NSH"
"LASC","Sweet Lake-Cameron Prairie N.W.R.",30.0373,-93.0875,"1000",16.518,"2016","NSH"
"SCAB","Ace Basin",32.6126,-80.4813,"959",15.4677,"2016","NSH"
"ORKF","Klamath Falls",42.1595,-121.7351,"952",24.0404,"2016","NSH"
"ARWA","Wapanocca N.W.R.",35.35,-90.2333,"945",20.7692,"2016","NSH"
"CASH","Salton Sea (north)",33.5179,-116.1031,"927",13.2429,"2016","NSH"
"CAAR","Arcata",40.8653,-124.1565,"898",7.1869,"2016","NSH"
